Company,month,BFPP,L01,Actual_EUR,Plan_EUR,Gap_EUR,Gap_%
2236,10,BFPP-36R,Brand & Marketing Investment,0.0,-163.57125577835086,163.57125577835086,-1.0
2236,10,BFPP-36S,Brand & Marketing Investment,0.0,-3693.931181639307,3693.931181639307,-1.0
2236,10,BFPP-36T,Brand & Marketing Investment,0.0,-61604.90365127165,61604.90365127165,-1.0
2236,10,BFPP-373,Brand & Marketing Investment,0.0,-10738.61182143488,10738.61182143488,-1.0
2236,10,BFPP-375,Brand & Marketing Investment,0.0,-378.5165688860902,378.5165688860902,-1.0
2236,10,BFPP-37D,Brand & Marketing Investment,0.0,-8543.898541165601,8543.898541165601,-1.0
2236,10,BFPP-380,Brand & Marketing Investment,0.0,0.0,0.0,
2236,10,BFPP-38G,Brand & Marketing Investment,0.0,0.0,0.0,
2236,10,BFPP-38Z,Brand & Marketing Investment,0.0,-89208.5849281351,89208.5849281351,-1.0
2236,10,BFPP-391,Brand & Marketing Investment,0.0,-82530.75155898617,82530.75155898617,-1.0
2236,10,BFPP-39Y,Brand & Marketing Investment,0.0,0.0,0.0,
2236,10,BFPP-3B3,Brand & Marketing Investment,0.0,-251689.54858951122,251689.54858951122,-1.0
2236,10,BFPP-3BD,Brand & Marketing Investment,0.0,0.0,0.0,
2236,10,BFPP-3BE,Brand & Marketing Investment,0.0,-4.208386372686543,4.208386372686543,-1.0
2236,10,BFPP-3BL,Brand & Marketing Investment,0.0,0.0,0.0,
2236,10,BFPP-3CS,Brand & Marketing Investment,0.0,-30089.24940087732,30089.24940087732,-1.0
2236,10,BFPP-3CT,Brand & Marketing Investment,0.0,-742.3434985490558,742.3434985490558,-1.0
2236,10,BFPP-3D6,Brand & Marketing Investment,0.0,-261.2375843274946,261.2375843274946,-1.0
2236,10,BFPP-3DH,Brand & Marketing Investment,0.0,-0.6352281518184253,0.6352281518184253,-1.0
2236,10,BFPP-3FC,Brand & Marketing Investment,0.0,-0.3970176096765741,0.3970176096765741,-1.0
2236,10,BFPP-3FF,Brand & Marketing Investment,0.0,-450112.2037198944,450112.2037198944,-1.0
2236,10,BFPP-3FG,Brand & Marketing Investment,0.0,-31386.386142347514,31386.386142347514,-1.0
2236,10,BFPP-3FI,Brand & Marketing Investment,0.0,-11011.997767182107,11011.997767182107,-1.0
2236,10,BFPP-3G1,Brand & Marketing Investment,0.0,-2526.461165133765,2526.461165133765,-1.0
2236,10,BFPP-3GP,Brand & Marketing Investment,0.0,-63297.946876528535,63297.946876528535,-1.0
2236,10,BFPP-3GQ,Brand & Marketing Investment,0.0,-8774.882982902069,8774.882982902069,-1.0
2236,10,BFPP-3HO,Brand & Marketing Investment,0.0,-834713.3273327327,834713.3273327327,-1.0
2236,10,BFPP-3HQ,Brand & Marketing Investment,0.0,0.0,0.0,
2236,10,BFPP-3HR,Brand & Marketing Investment,0.0,-13.81621281970279,13.81621281970279,-1.0
2236,10,BFPP-3HS,Brand & Marketing Investment,0.0,-371.05264573389377,371.05264573389377,-1.0
2236,10,BFPP-3HT,Brand & Marketing Investment,0.0,-48779.01345715982,48779.01345715982,-1.0
2236,10,BFPP-3HU,Brand & Marketing Investment,0.0,0.0,0.0,
2236,10,BFPP-3HV,Brand & Marketing Investment,0.0,0.0,0.0,
2236,10,BFPP-3HW,Brand & Marketing Investment,0.0,-515926.1086770864,515926.1086770864,-1.0
2236,10,BFPP-3HY,Brand & Marketing Investment,0.0,-9312.842123752987,9312.842123752987,-1.0
2236,10,BFPP-3I1,Brand & Marketing Investment,0.0,0.0,0.0,
2236,10,BFPP-3I2,Brand & Marketing Investment,0.0,-13875.765418026464,13875.765418026464,-1.0
2236,10,BFPP-3I3,Brand & Marketing Investment,0.0,-25896.347421252605,25896.347421252605,-1.0
2236,10,BFPP-3I4,Brand & Marketing Investment,0.0,-9113.77718160524,9113.77718160524,-1.0
2236,10,BFPP-3IE,Brand & Marketing Investment,0.0,-50507.54644804518,50507.54644804518,-1.0
